||Columns|
Rows||City|
|||
|||
||Population Of Sre-1, Sre-2, Provinces And Districts|
Konya(Cihanbeyli)|2015|53551.0|
Konya(Çumra)|2015|65152.0|
Konya(Derbent)|2015|4441.0|
Konya(Derebucak)|2015|6807.0|
Konya(Doğanhisar)|2015|17069.0|
Konya(Emirgazi)|2015|8939.0|
Konya(Ereğli)|2015|139173.0|
Konya(Güneysınır)|2015|9636.0|
Konya(Hadim)|2015|12820.0|
Konya(Halkapınar)|2015|4412.0|
Konya(Hüyük)|2015|15899.0|
Konya(Ilgın)|2015|55484.0|
Konya(Kadınhanı)|2015|32670.0|
Konya(Karapınar)|2015|49098.0|
Konya(Karatay)|2015|302392.0|
Konya(Kulu)|2015|49283.0|
Konya(Meram)|2015|343384.0|
Konya(Sarayönü)|2015|26450.0|
Konya(Selçuklu)|2015|604706.0|
Konya(Seydişehir)|2015|64028.0|
Konya(Taşkent)|2015|6420.0|
Konya(Tuzlukçu)|2015|6754.0|
Konya(Yalıhüyük)|2015|1512.0|
Konya(Yunak)|2015|22940.0|
Kütahya(Altıntaş)|2015|5266.0|
Kütahya(Aslanapa)|2015|2191.0|
Kütahya(Çavdarhisar)|2015|2355.0|
Kütahya(Domaniç)|2015|4711.0|
Kütahya(Dumlupınar)|2015|1269.0|
Kütahya(Emet)|2015|11367.0|
Kütahya(Gediz)|2015|22732.0|
Kütahya(Hisarcık)|2015|5137.0|
Kütahya(Merkez)|2015|236096.0|
Kütahya(Pazarlar)|2015|3178.0|
Kütahya(Şaphane)|2015|3325.0|
Kütahya(Simav)|2015|25831.0|
Kütahya(Tavşanlı)|2015|69657.0|
Malatya(Akçadağ)|2015|27437.0|
Malatya(Arapgir)|2015|10623.0|
Malatya(Arguvan)|2015|7757.0|
Malatya(Battalgazi)|2015|301483.0|
Malatya(Darende)|2015|26656.0|
Malatya(Doğanşehir)|2015|39391.0|
Malatya(Doğanyol)|2015|4196.0|
Malatya(Hekimhan)|2015|18616.0|
Malatya(Kale)|2015|5384.0|
Malatya(Kuluncak)|2015|7748.0|
Malatya(Pütürge)|2015|15709.0|
Malatya(Yazıhan)|2015|13452.0|
Malatya(Yeşilyurt)|2015|294452.0|
Manisa(Ahmetli)|2015|16460.0|
Manisa(Akhisar)|2015|164557.0|
Manisa(Alaşehir)|2015|100254.0|
Manisa(Demirci)|2015|42278.0|
Manisa(Gölmarmara)|2015|15224.0|
Manisa(Gördes)|2015|29044.0|
Manisa(Kırkağaç)|2015|43274.0|
Manisa(Köprübaşı)|2015|13586.0|
Manisa(Kula)|2015|45357.0|
Manisa(Salihli)|2015|158568.0|
Manisa(Sarıgöl)|2015|35966.0|
Manisa(Saruhanlı)|2015|53692.0|
Manisa(Şehzadeler)|2015|168695.0|
Manisa(Selendi)|2015|20976.0|
Manisa(Soma)|2015|107075.0|
Manisa(Turgutlu)|2015|153687.0|
Manisa(Yunusemre)|2015|211673.0|
Mardin(Artuklu)|2015|156660.0|
Mardin(Dargeçit)|2015|27722.0|
Mardin(Derik)|2015|62175.0|
Mardin(Kızıltepe)|2015|237694.0|
Mardin(Mazıdağı)|2015|33930.0|
Mardin(Midyat)|2015|105952.0|
Mardin(Nusaybin)|2015|113594.0|
Mardin(Ömerli)|2015|14485.0|
Mardin(Savur)|2015|28127.0|
Mardin(Yeşilli)|2015|16252.0|
Mersin(Akdeniz)|2015|272366.0|
Mersin(Anamur)|2015|64263.0|
Mersin(Aydıncık)|2015|11139.0|
Mersin(Bozyazı)|2015|26501.0|
Mersin(Çamlıyayla)|2015|8424.0|
Mersin(Erdemli)|2015|134114.0|
Mersin(Gülnar)|2015|25452.0|
Mersin(Mezitli)|2015|171837.0|
Mersin(Mut)|2015|62198.0|
Mersin(Silifke)|2015|116441.0|
Mersin(Tarsus)|2015|326063.0|
Mersin(Toroslar)|2015|285971.0|
Mersin(Yenişehir)|2015|240452.0|
Muğla(Bodrum)|2015|155815.0|
Muğla(Dalaman)|2015|37406.0|
Muğla(Datça)|2015|20029.0|
Muğla(Fethiye)|2015|147703.0|
Muğla(Kavaklıdere)|2015|10759.0|
Muğla(Köyceğiz)|2015|34363.0|
Muğla(Marmaris)|2015|89630.0|
Muğla(Menteşe)|2015|105860.0|
Muğla(Milas)|2015|132437.0|
Muğla(Ortaca)|2015|45875.0|
Muğla(Seydikemer)|2015|61019.0|
Muğla(Ula)|2015|23618.0|
Muğla(Yatağan)|2015|44363.0|
Muş(Bulanık)|2015|25805.0|
Muş(Hasköy)|2015|12366.0|
Muş(Korkut)|2015|3447.0|
Muş(Malazgirt)|2015|20340.0|
Muş(Merkez)|2015|91126.0|
Muş(Varto)|2015|9956.0|
Nevşehir(Acıgöl)|2015|5748.0|
Nevşehir(Avanos)|2015|13505.0|
Nevşehir(Derinkuyu)|2015|10814.0|
Nevşehir(Gülşehir)|2015|12222.0|
Nevşehir(Hacıbektaş)|2015|5077.0|
Nevşehir(Kozaklı)|2015|7487.0|
Nevşehir(Merkez)|2015|98713.0|
Nevşehir(Ürgüp)|2015|20629.0|
Niğde(Altunhisar)|2015|3062.0|
Niğde(Bor)|2015|41541.0|
Niğde(Çamardı)|2015|3619.0|
Niğde(Çiftlik)|2015|4306.0|
Niğde(Merkez)|2015|132155.0|
Niğde(Ulukışla)|2015|4987.0|
Ordu(Akkuş)|2015|23064.0|
Ordu(Altınordu)|2015|202310.0|
Ordu(Aybastı)|2015|25900.0|
Ordu(Çamaş)|2015|8594.0|
Ordu(Çatalpınar)|2015|13786.0|
Ordu(Çaybaşı)|2015|13127.0|
Ordu(Fatsa)|2015|111072.0|
Ordu(Gölköy)|2015|28952.0|
Ordu(Gülyalı)|2015|7994.0|
Ordu(Gürgentepe)|2015|13821.0|
Ordu(İkizce)|2015|14969.0|
Ordu(Kabadüz)|2015|8531.0|
Ordu(Kabataş)|2015|10604.0|
Ordu(Korgan)|2015|29349.0|
Ordu(Kumru)|2015|31064.0|
Ordu(Mesudiye)|2015|15759.0|
Ordu(Perşembe)|2015|31094.0|
Ordu(Ulubey)|2015|18239.0|
Ordu(Ünye)|2015|120720.0|
Osmaniye(Bahçe)|2015|13993.0|
Osmaniye(Düziçi)|2015|47179.0|
Osmaniye(Hasanbeyli)|2015|2217.0|
Osmaniye(Kadirli)|2015|88527.0|
Osmaniye(Merkez)|2015|223987.0|
Osmaniye(Sumbas)|2015|2068.0|
Osmaniye(Toprakkale)|2015|10187.0|
Rize(Ardeşen)|2015|27463.0|
Rize(Çamlıhemşin)|2015|1594.0|
Rize(Çayeli)|2015|23682.0|
Rize(Derepazarı)|2015|5169.0|
Rize(Fındıklı)|2015|10541.0|
Rize(Güneysu)|2015|5196.0|
Rize(Hemşin)|2015|1571.0|
Rize(İkizdere)|2015|1722.0|
Rize(İyidere)|2015|4726.0|
Rize(Kalkandere)|2015|6263.0|
Rize(Merkez)|2015|111212.0|
Rize(Pazar)|2015|16457.0|
Sakarya(Adapazarı)|2015|269079.0|
Sakarya(Akyazı)|2015|85499.0|
Sakarya(Arifiye)|2015|39632.0|
Sakarya(Erenler)|2015|81660.0|
Sakarya(Ferizli)|2015|24834.0|
Sakarya(Geyve)|2015|48374.0|
Sakarya(Hendek)|2015|78179.0|
Sakarya(Karapürçek)|2015|12381.0|
Sakarya(Karasu)|2015|59130.0|
Sakarya(Kaynarca)|2015|23489.0|
Sakarya(Kocaali)|2015|21050.0|
Sakarya(Pamukova)|2015|28506.0|
Sakarya(Sapanca)|2015|39686.0|
Sakarya(Serdivan)|2015|120731.0|
Sakarya(Söğütlü)|2015|13960.0|
Sakarya(Taraklı)|2015|6991.0|
Samsun(19 Mayıs)|2015|24627.0|
Samsun(Alaçam)|2015|26301.0|
Samsun(Asarcık)|2015|17238.0|
Samsun(Atakum)|2015|169809.0|
Samsun(Ayvacık)|2015|20619.0|
Samsun(Bafra)|2015|141401.0|
Samsun(Canik)|2015|96541.0|
Samsun(Çarşamba)|2015|136775.0|
Samsun(Havza)|2015|41146.0|
Samsun(İlkadım)|2015|321714.0|
Samsun(Kavak)|2015|20130.0|
Samsun(Ladik)|2015|16474.0|
Samsun(Salıpazarı)|2015|18869.0|
Samsun(Tekkeköy)|2015|49843.0|
Samsun(Terme)|2015|71910.0|
Samsun(Vezirköprü)|2015|97815.0|
Samsun(Yakakent)|2015|8672.0|
Şanlıurfa(Akçakale)|2015|102350.0|
Şanlıurfa(Birecik)|2015|92852.0|
Şanlıurfa(Bozova)|2015|54775.0|
Şanlıurfa(Ceylanpınar)|2015|83177.0|
Şanlıurfa(Eyyübiye)|2015|368293.0|
Şanlıurfa(Halfeti)|2015|37930.0|
Şanlıurfa(Haliliye)|2015|364946.0|
Şanlıurfa(Harran)|2015|81870.0|
Şanlıurfa(Hilvan)|2015|41644.0|
Şanlıurfa(Karaköprü)|2015|132530.0|
Şanlıurfa(Siverek)|2015|245385.0|
Şanlıurfa(Suruç)|2015|101964.0|
Şanlıurfa(Viranşehir)|2015|184604.0|
Siirt(Baykan)|2015|5594.0|
Siirt(Eruh)|2015|9057.0|
Siirt(Kurtalan)|2015|32108.0|
Siirt(Merkez)|2015|145144.0|
Siirt(Pervari)|2015|5685.0|
Siirt(Şirvan)|2015|4244.0|
Siirt(Tillo)|2015|2191.0|
Sinop(Ayancık)|2015|13285.0|
Sinop(Boyabat)|2015|27334.0|
Sinop(Dikmen)|2015|1655.0|
Sinop(Durağan)|2015|7415.0|
Sinop(Erfelek)|2015|3556.0|
Sinop(Gerze)|2015|14219.0|
Sinop(Merkez)|2015|40667.0|
Sinop(Saraydüzü)|2015|1293.0|
Sinop(Türkeli)|2015|5690.0|
Şırnak(Beytüşşebap)|2015|5248.0|
Şırnak(Cizre)|2015|111266.0|
Şırnak(Güçlükonak)|2015|3579.0|
Şırnak(İdil)|2015|26511.0|
Şırnak(Merkez)|2015|63367.0|
Şırnak(Silopi)|2015|87150.0|
Şırnak(Uludere)|2015|7107.0|
Sivas(Akıncılar)|2015|2550.0|
Sivas(Altınyayla)|2015|3784.0|
Sivas(Divriği)|2015|10445.0|
Sivas(Doğanşar)|2015|1394.0|
Sivas(Gemerek)|2015|11220.0|
Sivas(Gölova)|2015|1425.0|
Sivas(Gürün)|2015|10915.0|
Sivas(Hafik)|2015|2924.0|
Sivas(İmranlı)|2015|3084.0|
Sivas(Kangal)|2015|9840.0|
Sivas(Koyulhisar)|2015|4195.0|
Sivas(Merkez)|2015|329082.0|
Sivas(Şarkışla)|2015|22136.0|
Sivas(Suşehri)|2015|15043.0|
Sivas(Ulaş)|2015|3594.0|
Sivas(Yıldızeli)|2015|8173.0|
Sivas(Zara)|2015|12126.0|
Tekirdağ(Çerkezköy)|2015|133626.0|
Tekirdağ(Çorlu)|2015|245588.0|
Tekirdağ(Ergene)|2015|58311.0|
Tekirdağ(Hayrabolu)|2015|32602.0|
Tekirdağ(Kapaklı)|2015|97700.0|
Tekirdağ(Malkara)|2015|52663.0|
Tekirdağ(Marmaraereğlisi)|2015|23452.0|
Tekirdağ(Muratlı)|2015|26987.0|
Tekirdağ(Saray)|2015|48272.0|
Tekirdağ(Şarköy)|2015|30982.0|
Tekirdağ(Süleymanpaşa)|2015|187727.0|
Tokat(Almus)|2015|5039.0|
Tokat(Artova)|2015|3164.0|
Tokat(Başçiftlik)|2015|6060.0|
Tokat(Erbaa)|2015|65027.0|
Tokat(Merkez)|2015|142724.0|
Tokat(Niksar)|2015|37143.0|
Tokat(Pazar)|2015|4837.0|
Tokat(Reşadiye)|2015|10136.0|
Tokat(Sulusaray)|2015|5131.0|
Tokat(Turhal)|2015|61726.0|
Tokat(Yeşilyurt)|2015|4678.0|
Tokat(Zile)|2015|34204.0|
Trabzon(Akçaabat)|2015|116744.0|
Trabzon(Araklı)|2015|47427.0|
Trabzon(Arsin)|2015|27814.0|
Trabzon(Beşikdüzü)|2015|21692.0|
Trabzon(Çarşıbaşı)|2015|15399.0|
Trabzon(Çaykara)|2015|12874.0|
Trabzon(Dernekpazarı)|2015|3564.0|
Trabzon(Düzköy)|2015|14234.0|
Trabzon(Hayrat)|2015|6945.0|
Trabzon(Köprübaşı)|2015|4577.0|
Trabzon(Maçka)|2015|23603.0|
Trabzon(Of)|2015|41277.0|
Trabzon(Ortahisar)|2015|320225.0|
Trabzon(Şalpazarı)|2015|10318.0|
Trabzon(Sürmene)|2015|25764.0|
Trabzon(Tonya)|2015|14771.0|
Trabzon(Vakfıkebir)|2015|26560.0|
Trabzon(Yomra)|2015|34629.0|
Tunceli(Çemişgezek)|2015|2929.0|
Tunceli(Hozat)|2015|4846.0|
Tunceli(Mazgirt)|2015|1508.0|
Tunceli(Merkez)|2015|34461.0|
Tunceli(Nazımiye)|2015|1530.0|
Tunceli(Ovacık)|2015|3274.0|
Tunceli(Pertek)|2015|6465.0|
Tunceli(Pülümür)|2015|1388.0|
Uşak(Banaz)|2015|16239.0|
Uşak(Eşme)|2015|14768.0|
Uşak(Karahallı)|2015|4127.0|
Uşak(Merkez)|2015|201634.0|
Uşak(Sivaslı)|2015|6935.0|
Uşak(Ulubey)|2015|4980.0|
Van(Bahçesaray)|2015|15619.0|
Van(Başkale)|2015|56368.0|
Van(Çaldıran)|2015|65986.0|
Van(Çatak)|2015|21780.0|
Van(Edremit)|2015|118786.0|
Van(Erciş)|2015|173795.0|
Van(Gevaş)|2015|28801.0|
Van(Gürpınar)|2015|36858.0|
Van(İpekyolu)|2015|285272.0|
Van(Muradiye)|2015|50981.0|
Van(Özalp)|2015|70057.0|
Van(Saray)|2015|22150.0|
Van(Tuşba)|2015|149944.0|
Yalova(Altınova)|2015|5125.0|
Yalova(Armutlu)|2015|5974.0|
Yalova(Çiftlikköy)|2015|27263.0|
Yalova(Çınarcık)|2015|14086.0|
Yalova(Merkez)|2015|112183.0|
Yalova(Termal)|2015|2927.0|
Yozgat(Akdağmadeni)|2015|23229.0|
Yozgat(Aydıncık)|2015|2894.0|
Yozgat(Boğazlıyan)|2015|16306.0|
Yozgat(Çandır)|2015|3478.0|
Yozgat(Çayıralan)|2015|5147.0|
Yozgat(Çekerek)|2015|10447.0|
Yozgat(Kadışehri)|2015|5327.0|
Yozgat(Merkez)|2015|81920.0|
Yozgat(Saraykent)|2015|5771.0|
Yozgat(Sarıkaya)|2015|17602.0|
Yozgat(Şefaatli)|2015|9070.0|
Yozgat(Sorgun)|2015|50549.0|
Yozgat(Yenifakılı)|2015|2689.0|
Yozgat(Yerköy)|2015|28435.0|
Zonguldak(Alaplı)|2015|20350.0|
Zonguldak(Çaycuma)|2015|26536.0|
Zonguldak(Devrek)|2015|26556.0|
Zonguldak(Ereğli)|2015|114274.0|
Zonguldak(Gökçebey)|2015|8098.0|
Zonguldak(Kilimli)|2015|22478.0|
Zonguldak(Kozlu)|2015|37341.0|
Zonguldak(Merkez)|2015|108074.0|
|||
